CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1005-09,A1005-09-006,A1005-0274-00,61717.064,52243.016,49914.92,,,2328.096,,,,,,,,,3597.515,,,,,3597.515,,1332.599,1004.19,328.409,,,,,4510.142,,3354.294,,,1155.848,,,,,,,,,,,,,,,,,,,33.792,,,,,33.792,"111Y"
A1005-09,A1005-09-007,A1005-0275-00,222716.972,161274.21,160672.076,,,602.134,1558.402,,1558.402,,,,,,21703.282,,5917.395,,,15785.887,,21281.145,17664.237,443.316,,,3173.592,,7575.209,457.841,2722.552,674.437,494.79,1555.258,1185.455,,484.876,190.39,,,190.39,,,,2649.596,,,2649.596,,,,,6484.738,,,,,6484.738,"111Y"
A1005-09,A1005-09-005,A1005-0276-00,34421.397,25045.31,25045.31,,,,,,,,,,,,1933.381,,,,,1933.381,,3767.349,2910.981,,,,856.368,,2984.914,479.613,867.834,,,298.675,547.045,,791.747,,,,,,,,,,,,,,,,690.443,,,,,690.443,"111Y"
A1005-07,A1005-07-011,A1005-0277-00,676676.133,479648.223,478984.131,,35.752,628.34,7830.223,,5165.031,2665.192,,,,,68565.368,,,,,68565.368,,32811.367,21222.698,2102.084,,,9486.585,,67804.876,8998.625,29955.128,1360.092,9758.591,7055.396,743.553,9722.899,210.592,2054.482,,,,,2054.482,,718.694,,718.694,,,,,,17242.9,,,,,17242.9,"111Y"
A1005-10,A1005-10-010,A1005-0278-00,496800.454,278783.723,273711.677,,4662.301,409.745,59623.085,,38105.215,21517.87,,,,,12117.136,,,,,12117.136,,18215.243,16618.251,1580.294,,16.698,,,112141.683,104179.176,1034.686,,6673.594,,38.117,,216.11,235.187,,,,,235.187,,,,,,,,,,15684.397,,109.744,,,15574.653,"111Y"
A1005-07,A1005-07-012,A1005-0279-00,107796.336,52234.912,48509.639,,3725.273,,6153.633,,6153.633,,,,,,16530.538,,1455.263,,,15075.275,,8642.097,7971.282,,,,670.815,,3346.345,3346.345,,,,,,,,8581.272,,5653.238,,2928.034,,,,,,,,,,,12307.539,,,,,12307.539,"111Y"
A1005-10,A1005-10-007,A1005-0280-00,249786.178,218928.198,218928.198,,,,20570.616,,5687.132,14883.484,,,,,2626.331,,,,,2626.331,,6584.502,5168.526,1415.976,,,,,47.33,,,,,,47.33,,,549.214,,,,,549.214,,,,,,,,,,479.987,,,,,479.987,"111Y"
A1005-08,A1005-08-010,A1005-0281-00,112117.713,72800.904,51712,,18022.159,3066.745,823.62,,823.62,,,,,,8389.813,,,,,8389.813,,4387.422,3129.148,,,1257.802,0.472,,19132.599,170.359,10558.577,981.355,,1212.438,1159.44,4950.163,100.267,,,,,,,,,,,,,,,,6583.355,,,,,6583.355,"111Y"
A1005-08,A1005-08-010,A1005-0282-00,32635.105,10880.224,10394.338,,,485.886,732.944,,732.944,,,,,,4359.486,,,,,4359.486,,,,,,,,,14643.129,,9479.896,101.153,3615.657,1407.728,,,38.695,,,,,,,,,,,,,,,,2019.322,,,,,2019.322,"111Y"
A1005-10,A1005-10-008,A1005-0283-00,5594.002,,,,,,,,,,,,,,510.814,,,,,510.814,,,,,,,,,4697.951,,4697.951,,,,,,,,,,,,,,385.237,,385.237,,,,,,,,,,,,"111Y"
A1005-10,A1005-10-008,A1005-0284-00,103000.62,82721.009,82470.244,,,250.765,82.437,,82.437,,,,,,9075.777,,,,,9075.777,,,,,,,,,10057.892,1405.84,8616.287,,,35.765,,,,,,,,,,,742.993,,742.993,,,,,,320.512,,,,,320.512,"111Y"
A1005-08,A1005-08-011,A1005-0285-00,149251.625,71401.603,71401.603,,,,10582.544,,10582.544,,,,,,5575.302,,,,,5575.302,,47790.113,928.717,46861.396,,,,,7202.794,,1259.124,,106.233,405.667,,,5431.77,174.224,,,,,174.224,,,,,,,,,,6525.045,,,,,6525.045,"111Y"
A1005-13,A1005-13-002,A1005-0286-00,38944.406,7198.316,6000.802,,,1197.514,3669.025,,3251.895,,417.13,,,,14834.983,,,,,14834.983,,40.981,40.981,,,,,,9277.167,1053.485,5808.756,308.354,503.234,929.999,,,673.339,,,,,,,,,,,,,,,,3923.934,,,,,3923.934,"111Y"
A1005-08,A1005-08-003,A1005-0287-00,309141.946,272809.778,269298.918,,,3510.86,3430.783,,2974.484,456.299,,,,,14479.773,,,,,14479.773,,4367.123,1439.593,2927.53,,,,,10853.983,,3524.795,,745.423,,,6583.765,,,,,,,,,,,,,,,,,3200.506,,,,,3200.506,"111Y"
A1005-09,A1005-09-006,A1005-0288-00,15583.439,4227.749,3822.184,,,405.565,,,,,,,,,4228.018,,,,,4228.018,,,,,,,,,6552.249,,5806.205,,,143.825,,,602.219,,,,,,,,,,,,,,,,575.423,,,,,575.423,"111Y"
A1005-08,A1005-08-010,A1005-0289-00,31618.569,3588.815,3588.815,,,,,,,,,,,,4519.937,,,,,4519.937,,,,,,,,,22408.195,79.584,18477.288,363.471,538.672,1255.742,40.669,,1652.769,,,,,,,,480.728,,480.728,,,,,,620.894,,,,,620.894,"111Y"
A1005-10,A1005-10-006,A1005-0290-00,17279.83,,,,,,,,,,,,,,4483.84,,,,,4483.84,,,,,,,,,12585.754,,11766.26,819.494,,,,,,,,,,,,,,,,,,,,,210.236,,,,,210.236,"111Y"
A1005-13,A1005-13-003,A1005-0291-00,17829.976,850.71,850.71,,,,,,,,,,,,1716.373,,,,,1716.373,,,,,,,,,14595.579,541.81,6109.512,,307.3,75.62,7378.507,,182.83,,,,,,,,0.005,,0.005,,,,,,667.309,,,,,667.309,"111Y"
A1005-08,A1005-08-010,A1005-0292-00,16305.07,2496.178,2488.843,,,7.335,,,,,,,,,1767.894,,,,,1767.894,,,,,,,,,11466.086,360.052,10776.009,,,299.667,30.358,,,,,,,,,,,,,,,,,,574.912,,,,,574.912,"111Y"
A1005-08,A1005-08-010,A1005-0293-00,18503.913,1722.639,1688.353,,34.286,,1722.982,,1722.982,,,,,,1829.267,,,,,1829.267,,,,,,,,,11908.93,,11510.909,,,189.193,,,208.828,,,,,,,,492.614,,492.614,,,,,,827.481,,,,,827.481,"111Y"
A1005-10,A1005-10-009,A1005-0294-00,16320.673,248.867,248.867,,,,,,,,,,,,4554.114,,,,,4554.114,,,,,,,,,11031.767,,10545.803,485.964,,,,,,,,,,,,,439.118,,439.118,,,,,,46.807,,,,,46.807,"111Y"
A1005-09,A1005-09-006,A1005-0295-00,162568.442,91636.343,90275.616,,,1360.727,20752.209,,20752.209,,,,,,16908.802,,,,,16908.802,,422.562,422.562,,,,,,23616.026,,9904.715,,,3011.262,26.955,10542.48,130.614,,,,,,,,,,,,,,,,9232.5,,,,,9232.5,"111Y"
A1005-09,A1005-09-008,A1005-0296-00,19403.59,5209.902,5209.902,,,,1651.808,,1651.808,,,,,,3985.747,,,,,3985.747,,,,,,,,,6520.282,,6454.237,,,27.059,38.986,,,0.06,,0.06,,,,,,,,,,,,,2035.791,,,,,2035.791,"111Y"
A1005-13,A1005-13-003,A1005-0297-00,48568.865,5996.967,5600.496,,396.471,,,,,,,,,,5326.536,,,,,5326.536,,,,,,,,,14410.417,,13334.028,98.328,686.144,129.808,,,162.109,,,,,,,,22407.829,,22407.829,,,,,,427.116,,,,,427.116,"111Y"
A1005-09,A1005-09-009,A1005-0298-00,26272.502,3044.198,2982.899,,,61.299,,,,,,,,,5571.852,,,,,5571.852,,2770.336,2770.336,,,,,,8156.933,,7261.555,475.046,106.162,134.202,,,179.968,4326.233,,4326.233,,,,,1820.953,,1820.953,,,,,,581.997,,,,,581.997,"111Y"
A1005-10,A1005-10-013,A1005-0299-00,756809.78,445042.329,442766.582,,,2275.747,227354.047,,112296.895,73124.538,41932.614,,,,63438.319,,,,,63438.319,,6434.193,6434.193,,,,,,13401.965,,11128.367,,,1064.72,678.361,,530.517,522.314,,,,,522.314,,,,,,,,,,616.613,,,,,616.613,"111Y"
A1005-13,A1005-13-002,A1005-0300-00,285678.761,247222.881,239919.393,,4881.858,2421.63,,,,,,,,,10131.414,,,,,10131.414,,13809.323,6853.654,190.568,,,6765.101,,8011.243,,4683.834,911.803,1525.14,327.832,,320.293,242.341,,,,,,,,3283.265,,3283.265,,,,,,3220.635,,,,,3220.635,"111Y"
A1005-13,A1005-13-002,A1005-0301-00,39156.197,23854.695,23585.818,,,268.877,27.69,,2.266,,25.424,,,,10932.682,,,,,10932.682,,,,,,,,,3563.438,,2840.321,,,723.117,,,,,,,,,,,,,,,,,,,777.692,,,,,777.692,"111Y"
A1005-09,A1005-09-006,A1005-0302-00,61844.842,44728.361,44567.773,,,160.588,3252.367,,3252.367,,,,,,8260.269,,,,,8260.269,,,,,,,,,4126.879,,3235.662,,157.025,434.349,,,299.843,,,,,,,,,,,,,,,,1476.966,,,,,1476.966,"111Y"
A1005-08,A1005-08-011,A1005-0303-00,236072.1,212375.668,199010.143,5299.446,,8066.079,,,,,,,,,13023.152,,,,,13023.152,,1392.703,1.703,1391,,,,,6213.814,,2421.435,,395.262,1398.267,1580.192,,418.658,315.735,,,,315.735,,,7.274,,7.274,,,,,,2743.754,,,,,2743.754,"111Y"
A1005-09,A1005-09-007,A1005-0304-00,64478.457,46221.262,46221.262,,,,,,,,,,,,2025.289,,1275.201,,,750.088,,1755.357,1755.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14476.549,,,,,14476.549,"111Y"
A1005-09,A1005-09-006,A1005-0305-00,75417.94,1938.679,1938.679,,,,,,,,,,,,4512.171,,,,,4512.171,,,,,,,,,1210.171,,1132.603,,,77.568,,,,67493.594,,67493.594,,,,,,,,,,,,,263.325,,,,,263.325,"111Y"
A1005-08,A1005-08-012,A1005-0306-00,214289.293,145986.652,136184.34,,,9802.312,,,,,,,,,17883.698,,,,,17883.698,,7908.618,3562.273,4328.049,,18.296,,,29170.978,9.951,9645.427,,6713.24,1617.879,3121.699,,8062.782,864.654,,,,711.454,102.48,50.72,7308.019,,6683.589,624.43,,,,,5166.674,,,,,5166.674,"111Y"
A1005-10,A1005-10-012,A1005-0307-00,519795.229,418665.747,416610.814,,,2054.933,50472.586,,12027.652,38444.934,,,,,18709.824,,,,,18709.824,,11423.566,9270.629,2152.937,,,,,14869.661,,7975.463,,,803.593,,528.867,5561.738,519.386,,,,,519.386,,,,,,,,,,5134.459,,,,,5134.459,"111Y"
A1005-10,A1005-10-014,A1005-0308-00,347672.834,89946.609,89367.046,,,579.563,174739.488,,97705.554,77033.934,,,,,25112.932,,,,,25112.932,,2486.693,2486.693,,,,,,16538.038,,4030.012,,,524.521,11983.505,,,36272.722,,,,,208.383,36064.339,1696.508,,1696.508,,,,,,879.844,,,,,879.844,"111Y"
A1005-08,A1005-08-013,A1005-0309-00,131298.531,116441.472,96924.059,,822.994,18694.419,369.715,,369.715,,,,,,5898.692,,,,,5898.692,,2401.093,1550.12,497.22,,353.753,,,6184.928,,6158.965,,,,25.963,,,,,,,,,,,,,,,,,,2.631,,,,,2.631,"111Y"
A1005-11,A1005-11-001,A1005-0310-00,107664.107,69672.829,69672.829,,,,27164.085,,13607.876,13556.209,,,,,1770.759,,,,,1770.759,,1408.913,464.509,,,,944.404,,80.203,,,,,,,80.203,,,,,,,,,,,,,,,,,7567.318,,,,,7567.318,"111Y"
A1005-13,A1005-13-003,A1005-0311-00,310092.745,197629.325,194950.761,,,2678.564,6131.398,,6131.398,,,,,,20544.451,,,,,20544.451,,6941.587,6696.548,245.039,,,,,74214.775,,10660.696,,15341.784,6075.605,,42136.69,,,,,,,,,4.273,,4.273,,,,,,4626.936,,,,,4626.936,"111Y"
A1005-09,A1005-09-006,A1005-0312-00,11648.577,,,,,,347.424,,,347.424,,,,,1136.268,,,,,1136.268,,,,,,,,,9613.379,,4491.079,,,59.641,,425.778,4636.881,,,,,,,,,,,,,,,,551.506,,,,,551.506,"111Y"
A1005-13,A1005-13-002,A1005-0313-00,54962.287,51578.945,51523.077,,,55.868,,,,,,,,,3314.017,,,,,3314.017,,3.739,3.739,,,,,,65.586,,,,,,,65.586,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-09,A1005-09-006,A1005-0314-00,18303.399,113.422,113.422,,,,,,,,,,,,1683.046,,,,,1683.046,,,,,,,,,,,,,,,,,,16506.931,,16506.931,,,,,,,,,,,,,,,,,,,"111Y"
A1005-17,A1005-17-001,A1005-0315-00,376214.913,329156.508,326385.998,,,2770.51,5940.068,,172.645,5767.423,,,,,18962.314,,,,,18962.314,,2858.813,2640.924,217.889,,,,,12364.527,,10553.416,33.772,,901.047,148.974,,727.318,9.244,,,,,9.244,,419.275,,419.275,,,,,,6504.164,,,,,6504.164,"111Y"
A1005-09,A1005-09-009,A1005-0316-00,124487.938,,,,,,2570.33,,1017.147,1553.183,,,,,5744.149,,1361.496,,,4382.653,,5078.819,5078.819,,,,,,5168.882,,4039.643,83.146,,1046.093,,,,103390.986,,103390.986,,,,,,,,,,,,,2534.772,,,,,2534.772,"111Y"
A1005-09,A1005-09-006,A1005-0317-00,71457.224,34145.456,34114.543,,,30.913,7610.071,,6764.714,845.357,,,,,8017.62,,,,,8017.62,,391.94,391.94,,,,,,20048.058,406.089,5489.642,,59.639,319.895,,12854.333,918.46,,,,,,,,,,,,,,,,1244.079,,,,,1244.079,"111Y"
A1005-12,A1005-12-001,A1005-0318-00,233818.262,61243.428,58032.253,,3211.175,,39963.204,,16242.483,23720.721,,,,,14917.999,,4561.029,,,10356.97,,6668.143,4950.035,,,,1718.108,,26792.756,,235.781,65.778,,,,26229.023,262.174,15399.366,15399.366,,,,,,61300.459,61300.459,,,,,,,7532.907,,,,,7532.907,"111Y"
A1005-08,A1005-08-011,A1005-0319-00,174208.779,156798.177,121237.336,,,35560.841,,,,,,,,,9748.297,,,,,9748.297,,2142.303,2142.303,,,,,,2197.007,,2134.497,,,,,,62.51,1712.292,,,,,102.48,1609.812,,,,,,,,,1610.703,,,,,1610.703,"111Y"
A1005-10,A1005-10-010,A1005-0320-00,73010.016,45135.438,44910.112,,62.641,162.685,,,,,,,,,3677.648,,,,,3677.648,,938.584,812.592,125.992,,,,,7507.24,,6094.988,,,,4.303,,1407.949,,,,,,,,,,,,,,,,15751.106,,,,,15751.106,"111Y"
A1005-13,A1005-13-002,A1005-0321-00,74630.974,45497.365,45495.235,,2.13,,,,,,,,,,21494.917,,,,,21494.917,,2261.374,2226.462,,,,34.912,,4853.622,,3446.388,,0.201,312.013,,,1095.02,,,,,,,,,,,,,,,,523.696,,,,,523.696,"111Y"
A1005-09,A1005-09-006,A1005-0322-00,59609.106,55615.301,55396.791,,,218.51,,,,,,,,,2767.52,,,,,2767.52,,1135.601,1135.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.684,,,,,90.684,"111Y"
A1005-11,A1005-11-002,A1005-0323-00,879390.972,159293.894,157863.926,,97.32,1332.648,396192.182,,261583.639,134608.543,,,,,42584.939,,,,,42584.939,,16326.59,3876.5,9744.468,,,2705.622,,6888.301,,,,,520.351,1921.759,4446.191,,,,,,,,,167549.057,,167549.057,,,,,,90556.009,,,,,90556.009,"111Y"
A1005-10,A1005-10-012,A1005-0324-00,117300.974,108527.104,106754.127,,335.072,1437.905,739.099,,739.099,,,,,,5143.688,,,,,5143.688,,475.136,,475.136,,,,,2415.947,,2084.453,,,331.494,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-08,A1005-08-011,A1005-0325-00,105273.136,93444.665,85502.583,,,7942.082,,,,,,,,,6462.741,,,,,6462.741,,1291.108,1291.108,,,,,,1613.077,,,,635.04,978.037,,,,,,,,,,,,,,,,,,,2461.545,,,,,2461.545,"111Y"
A1005-08,A1005-08-013,A1005-0326-00,156882.181,133035.549,102042.165,19051.966,1.54,11939.878,513.901,,513.901,,,,,,5080.28,,,,,5080.28,,5401.611,4757.717,97.115,,544.899,1.88,,6859.92,,6545.497,,,314.423,,,,,,,,,,,,,,,,,,,5990.92,,,,,5990.92,"111Y"
A1005-13,A1005-13-005,A1005-0327-00,107271.182,71626.643,68179.298,,638.523,2808.822,,,,,,,,,5771.369,,,,,5771.369,,13217.454,9204.149,,,,4013.305,,16017.263,121.579,10803.373,1304.138,1384.664,907.185,1447.426,,48.898,,,,,,,,,,,,,,,,638.453,,,,,638.453,"111Y"
A1005-10,A1005-10-010,A1005-0328-00,271370.806,223243.286,218317.779,,266.268,4659.239,2625.549,,2625.549,,,,,,10083.018,,,,,10083.018,,3123.188,3112.564,10.624,,,,,23425.915,,22206.063,165.977,,857.119,97.174,,99.582,7310.348,,7230.757,,,79.591,,,,,,,,,,1559.502,,,,,1559.502,"111Y"
A1005-09,A1005-09-010,A1005-0329-00,204480.459,138444.083,138444.083,,,,7702.347,,6025.523,1676.824,,,,,14379.972,,,,,14379.972,,1644.634,,1644.634,,,,,32675.818,1057.601,8069.584,,,1310.325,,20584.156,1654.152,8545.052,,8545.052,,,,,,,,,,,,,1088.553,,,,,1088.553,"111Y"
A1005-10,A1005-10-010,A1005-0330-00,100816.607,79176.438,78779.227,,96.14,301.071,2264.185,,2264.185,,,,,,6452.37,,,,,6452.37,,682.719,682.719,,,,,,11538.832,76.987,8699.78,10.254,276.403,511.874,1199.339,41.129,723.066,191.335,,5.13,,186.205,,,,,,,,,,,510.728,,,,,510.728,"111Y"
A1005-09,A1005-09-006,A1005-0331-00,123549.035,93095.152,89351.105,,,3744.047,,,,,,,,,11993.932,,,,,11993.932,,4985.248,4985.248,,,,,,13463.999,,,,8997.252,4466.747,,,,,,,,,,,,,,,,,,,10.704,,,,,10.704,"111Y"
A1005-13,A1005-13-004,A1005-0332-00,91394.039,28982.837,25238.166,,60.881,3683.79,,,,,,,,,6007.402,,,,,6007.402,,8349.265,5676.762,,,,2672.503,,44630.418,,6695.139,536.928,1627.819,9249.656,1803.127,24717.749,,,,,,,,,,,,,,,,,3424.117,,,,,3424.117,"111Y"
A1005-10,A1005-10-013,A1005-0333-00,406063.956,342693.099,339954.273,,1903.953,834.873,33620.659,,7162.751,13095.222,13362.686,,,,17021.404,,,,,17021.404,,6254.179,6254.179,,,,,,5117.015,,2652.199,,,,137.054,2327.762,,490.41,,,,,490.41,,,,,,,,,,867.19,,,,,867.19,"111Y"
A1005-11,A1005-11-003,A1005-0334-00,91644.944,43794.91,42463.55,,,1331.36,2634.627,,892.864,1741.763,,,,,22556.552,,,,,22556.552,,922.409,922.409,,,,,,15406.46,60.347,9775.624,85.534,2754.817,1558.142,812.478,,359.518,,,,,,,,,,,,,,,,6329.986,,,,,6329.986,"111Y"
A1005-11,A1005-11-003,A1005-0335-00,522762.218,353683.304,348641.205,,4644.424,397.675,21411.277,,18795.717,2615.56,,,,,33997.649,,,,,33997.649,,14186.198,10789.547,3396.651,,,,,27544.747,5047.166,4222.317,1661.601,,5159.459,1494.361,9729.757,230.086,307.421,,,,,307.421,,,,,,,,,,71631.622,,,,4069.031,67562.591,"111Y"
A1005-13,A1005-13-005,A1005-0336-00,95226.401,48688.275,48447.838,,71.029,169.408,1578.967,,1578.967,,,,,,28324.854,,,,,28324.854,,2189.253,2187.318,,,,1.935,,11441.888,,7241.461,106.164,2670.101,201.368,478.607,,744.187,,,,,,,,,,,,,,,,3003.164,,,,,3003.164,"111Y"
A1005-10,A1005-10-012,A1005-0337-00,304982.791,227450.102,221798.235,,5544.978,106.889,31613.691,,20639.924,10973.767,,,,,9969.401,,,,,9969.401,,442.403,,442.403,,,,,34197.142,,34197.142,,,,,,,1045.668,,,,,1045.668,,,,,,,,,,264.384,,,,,264.384,"111Y"
A1005-10,A1005-10-013,A1005-0338-00,124171.807,43042.114,42766.076,,276.038,,46107.919,,27003.087,19104.832,,,,,18637.995,,,,,18637.995,,3483.593,3145.256,338.337,,,,,5691.622,,2285.366,,,579.93,2117.585,,708.741,59.877,,,,,,59.877,,,,,,,,,7148.687,,,,,7148.687,"111Y"
A1005-12,A1005-12-001,A1005-0339-00,230057.033,122551.608,122433.687,,,117.921,56610.26,,30259.588,26350.672,,,,,17324.923,,3251.052,,,14073.871,,23.373,23.373,,,,,,30034.184,,19887.064,1306.541,,595.547,5625.059,,2619.973,705.47,,,,705.47,,,,,,,,,,,2807.215,,,,,2807.215,"111Y"
A1005-09,A1005-09-011,A1005-0340-00,170915.849,134.67,107.862,,,26.808,,,,,,,,,8662.78,,5602.141,,,3060.639,,1816.335,1816.335,,,,,,,,,,,,,,,160302.064,,160302.064,,,,,,,,,,,,,,,,,,,"111Y"
A1005-17,A1005-17-001,A1005-0341-00,206620.12,152763.087,151038.641,,,1724.446,12714.018,,1997.865,10716.153,,,,,7167.627,,,,,7167.627,,5956.87,5301.671,655.199,,,,,23358.527,617.973,20443.472,122.485,,1167.206,663.718,,343.673,3103.211,,,,,3103.211,,,,,,,,,,1556.78,,,,,1556.78,"111Y"
A1005-10,A1005-10-011,A1005-0342-00,40868.965,,,,,,,,,,,,,,40868.965,,,,,40868.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-10,A1005-10-012,A1005-0343-00,33443.928,14153.361,13672.438,,59.464,421.459,,,,,,,,,2787.39,,,,,2787.39,,,,,,,,,14580.261,246.8,13842.107,,,491.354,,,,507.198,,,,,507.198,,,,,,,,,,1415.718,,,,,1415.718,"111Y"
A1005-08,A1005-08-011,A1005-0344-00,113471.173,106473.114,97375.768,,,9097.346,,,,,,,,,4009.483,,,,,4009.483,,2988.576,2988.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-005,A1005-0345-00,155518.015,121803.293,121660.047,,,143.246,1738.203,,1738.203,,,,,,12204.13,,,,,12204.13,,3618.583,3430.637,187.946,,,,,15834.439,46.861,11045.327,219.098,,4501.621,21.532,,,,,,,,,,,,,,,,,,319.367,,,,,319.367,"111Y"
A1005-10,A1005-10-013,A1005-0346-00,303673.954,160799.061,159208.551,,,1590.51,116083.209,,84307.374,30463.55,1312.285,,,,18192.446,,,,,18192.446,,3409.423,3409.423,,,,,,3696.375,,3394.91,,,,50.542,,250.923,240.468,,,,,240.468,,,,,,,,,,1252.972,,,,,1252.972,"111Y"
A1005-08,A1005-08-011,A1005-0347-00,172172.652,140115.507,127532.73,,302.126,12280.651,19.628,,19.628,,,,,,8478.05,,,,,8478.05,,,,,,,,,23106.755,,13209.989,,7720.037,129.628,40.204,,2006.897,,,,,,,,,,,,,,,,452.712,,,,,452.712,"111Y"
A1005-11,A1005-11-002,A1005-0348-00,446622.997,217810.661,216553.17,,383.261,874.23,176823.592,,140776.206,36047.386,,,,,28316.038,,,,,28316.038,,52.625,,52.625,,,,,7541.999,2338.132,2307.681,1663.533,,,,1232.653,,,,,,,,,6207.571,,6207.571,,,,,,9870.511,,,,,9870.511,"111Y"
A1005-13,A1005-13-004,A1005-0349-00,108656.155,53428.104,53428.104,,,,1113.71,,376.555,737.155,,,,,10792.379,,,,,10792.379,,9426.829,8262.357,,,980.658,183.814,,31133.312,2739.633,19746.079,1099.778,862.684,4627.646,,807.279,1250.213,,,,,,,,,,,,,,,,2761.821,,,,,2761.821,"111Y"
A1005-09,A1005-09-010,A1005-0350-00,121554.42,92081.98,88878.785,,,3203.195,719.984,,719.984,,,,,,7784.622,,,,,7784.622,,,,,,,,,16632.76,,14202.269,598.891,815.633,17.677,,874.499,123.791,,,,,,,,,,,,,,,,4335.074,,,,,4335.074,"111Y"
A1005-09,A1005-09-006,A1005-0351-00,44503.822,33112.723,32922.193,,86.439,104.091,,,,,,,,,3464.32,,,,,3464.32,,3122.886,3020.244,,,102.642,,,4582.55,,2847.892,,,1369.079,,365.579,,,,,,,,,,,,,,,,,221.343,,,,,221.343,"111Y"
A1005-09,A1005-09-014,A1005-0352-00,8476.737,38.801,38.801,,,,,,,,,,,,2157.761,,,,,2157.761,,,,,,,,,5898.173,,5593.423,,,304.75,,,,,,,,,,,,,,,,,,,382.002,,,,,382.002,"111Y"
A1005-13,A1005-13-005,A1005-0353-00,96324.602,59644.168,59218.361,,,425.807,764.115,,764.115,,,,,,18276.544,,,,,18276.544,,1533.805,1533.805,,,,,,14465.365,1457.948,10783.627,240.796,1217.456,751.085,14.453,,,,,,,,,,927.949,,927.949,,,,,,712.656,,,,,712.656,"111Y"
A1005-17,A1005-17-004,A1005-0354-00,69534.985,37521.659,36296.33,,229.357,995.972,1214.367,,1214.367,,,,,,4984.632,,,,,4984.632,,3222.839,3222.839,,,,,,20946.074,,6789.429,69.461,,2265.468,,10539.262,1282.454,,,,,,,,,,,,,,,,1645.414,,,,,1645.414,"111Y"
A1005-13,A1005-13-006,A1005-0355-00,89175.01,75978.013,72396.619,,60.943,3520.451,,,,,,,,,7876.225,,,,,7876.225,,,,,,,,,5320.772,2227.56,1872.931,102.997,,1117.284,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-14,A1005-14-003,A1005-0356-00,186294.518,102430.271,101320.21,,,1110.061,34738.64,,34738.64,,,,,,9620.246,,,,,9620.246,,6263.329,6263.329,,,,,,25167.27,,8855.805,,6691.993,3575.124,,,6044.348,,,,,,,,,,,,,,,,8074.762,,,,,8074.762,"111Y"
A1005-09,A1005-09-012,A1005-0357-00,45122.06,5074.154,5027.603,,46.551,,,,,,,,,,6050.667,,,,,6050.667,,,,,,,,,21959.566,914.423,16447.734,2940.082,,378.472,412.514,,866.341,,,,,,,,,,,,,,,,12037.673,,,,,12037.673,"111Y"
A1005-09,A1005-09-013,A1005-0358-00,38297.545,6237.534,6232.209,,2.987,2.338,,,,,,,,,4183.203,,,,,4183.203,,,,,,,,,25875.112,143.855,17135.985,1664.194,,477.128,1598.198,,4855.752,616.362,,,,586.626,,29.736,,,,,,,,,1385.334,,,,,1385.334,"111Y"
A1005-13,A1005-13-006,A1005-0359-00,88587.419,78733.159,78531.976,,,201.183,,,,,,,,,5045.951,,,,,5045.951,,,,,,,,,4808.309,,4808.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-08,A1005-08-013,A1005-0360-00,336365.465,285561.067,257592.758,,,27968.309,,,,,,,,,16595.292,,,,,16595.292,,24065.097,16666.095,76.075,,7322.927,,,8953.958,3452.97,712.035,,2679.717,1118.478,894.555,,96.203,208.982,,,,,208.982,,,,,,,,,,981.069,,,,,981.069,"111Y"
