CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1008-01,A1008-01-011,A1008-0016-00,23534.245,1990.162,1548.495,,,441.667,,,,,,,,,,,,,,,,,,,,,,,19868.348,230.984,16016.695,361.659,,1752.534,433.794,,1072.682,90.51,,,,90.51,,,,,,,,,,,1585.225,,,,,1585.225,"111Y"
A1008-01,A1008-01-013,A1008-0017-00,22029.667,2693.445,2335.797,,347.702,9.946,,,,,,,,,4944.604,,,,,4944.604,,,,,,,,,13802.908,,7613.138,1115.602,1103.195,1016.879,132.407,,2821.687,,,,,,,,,,,,,,,,588.71,,,,,588.71,"111Y"
A1008-01,A1008-01-015,A1008-0018-00,106371.469,78811.73,76435.47,,334.667,2041.593,3654.08,,3654.08,,,,,,3669.405,,,,,3669.405,,10065.566,5687.602,1148.241,,,3229.723,,6613.057,,5196.239,,293.335,684.39,167.374,271.719,,38.323,,,,,38.323,,,,,,,,,,3519.308,,,,,3519.308,"111Y"
A1008-01,A1008-01-012,A1008-0019-00,45509.501,23432.189,23255.728,,176.461,,,,,,,,,,2789.313,,,,,2789.313,,,,,,,,,17826.499,52.113,4653.993,3625.661,1591.482,3058.772,58.452,,4786.026,,,,,,,,,,,,,,,,1461.5,,,,,1461.5,"111Y"
A1008-01,A1008-01-010,A1008-0020-00,126020.433,86640.698,83098.108,,72.61,3469.98,,,,,,,,,1329.987,,,,,1329.987,,1674.272,756.192,918.08,,,,,33121.571,,28538.662,302.774,,2425.115,60.048,55.645,1739.327,24.305,,,,24.305,,,49.358,,,49.358,,,,,3180.242,,,,,3180.242,"111Y"
A1008-01,A1008-01-015,A1008-0021-00,148625.708,117163.551,116948.583,,,214.968,10.7,,10.7,,,,,,24142.391,,,,,24142.391,,2300.152,1572.932,,,1.404,725.816,,4970.591,,2207.876,,2091.284,484.215,,19.791,167.425,38.323,,,,,38.323,,,,,,,,,,,,,,,,"111Y"
A1008-01,A1008-01-014,A1008-0022-00,196676.754,171663.029,167830.503,,,3832.526,1130.685,,1130.685,,,,,,91.328,,,,,91.328,,6963.258,6963.258,,,,,,12401.105,,9518.422,,,2811.349,10.308,61.026,,13.083,,,,,,13.083,1884.552,,1479.76,404.792,,,,,2529.714,,,,,2529.714,"111Y"
A1008-02,A1008-02-001,A1008-0023-00,150117.057,85930.589,80368.544,,5380.739,181.306,1264.157,,1264.157,,,,,,12466.448,,,,,12466.448,,3773.716,2780.997,992.719,,,,,40677.944,868.852,8086.515,1625.415,19293.554,6786.006,,1022.031,2995.571,38.323,,,,,38.323,,,,,,,,,,5965.88,,,,,5965.88,"111Y"
A1008-01,A1008-01-016,A1008-0024-00,127470.958,118231.834,113042.187,,4942.854,246.793,,,,,,,,,453.967,,,,,453.967,,2620.49,2620.49,,,,,,4754.759,,614.113,,,1900.955,1526.103,713.588,,38.324,,,,,38.324,,,,,,,,,,1371.584,,,,,1371.584,"111Y"
A1008-01,A1008-01-017,A1008-0025-00,118288.548,112363.776,105071.167,,3826.38,3466.229,,,,,,,,,276.752,,,,,276.752,,4381.077,4381.077,,,,,,1053.733,,321.162,,,632.107,,100.464,,110.56,,,,,110.56,,,,,,,,,,102.65,,,,,102.65,"111Y"
A1008-01,A1008-01-017,A1008-0026-00,122607.433,95918.497,88817.677,,4148.412,2952.408,,,,,,,,,3614.58,,,,,3614.58,,1961.156,1961.156,,,,,,21051.993,,,,,,,14828.753,6223.24,61.207,,,,,61.207,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-001,A1008-0027-00,127996.164,108802.506,101333.363,,7240.889,228.254,,,,,,,,,6161.045,,,,,6161.045,,1744.076,1744.076,,,,,,11026.419,1060.757,3594.004,,3999.825,1692.275,,679.558,,,,,,,,,,,,,,,,,262.118,,,,,262.118,"111Y"
A1008-02,A1008-02-003,A1008-0028-00,52402.823,19924.235,19924.235,,,,581.212,,,581.212,,,,,10530.308,,,,,10530.308,,,,,,,,,19435.304,755.481,9430.588,244.499,2602.579,3220.976,209.675,,2971.506,,,,,,,,,,,,,,,,1931.764,,,,,1931.764,"111Y"
A1008-01,A1008-01-017,A1008-0029-00,226122.963,207932.652,205471.121,,,2461.531,,,,,,,,,8008.814,,,,,8008.814,,7871.253,5792.924,2078.329,,,,,2257.686,,,,,,2041.977,215.709,,52.558,,,,,52.558,,,,,,,,,,,,,,,,"111Y"
A1008-01,A1008-01-017,A1008-0030-00,123305.624,100344.359,95432.029,,4912.33,,,,,,,,,,4689.069,,,,,4689.069,,1633.194,1633.194,,,,,,16639.002,,,2712.483,,,,13926.519,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-003,A1008-0031-00,246925.347,186960.153,186751.297,,,208.856,2049.689,,2049.689,,,,,,37687.695,,,,,37687.695,,6717.872,4499.526,1070.387,,298.645,849.314,,9608.374,99.6,5629.856,,2458.429,1396.551,23.938,,,,,,,,,,411.084,,411.084,,,,,,3490.48,,,,,3490.48,"111Y"
A1008-03,A1008-03-002,A1008-0032-00,1038259.689,444146.354,442298.358,,,1847.996,75878.702,,75878.702,,,,,,2446.162,,,,,2446.162,,285194.484,169026.789,48863.708,,51780.68,15523.307,,7677.919,,7171.884,,,169.363,108.158,228.514,,36.798,,,,,,36.798,3032.869,,3032.869,,,,,,219846.401,,154371.313,,,65475.088,"111Y"
A1008-02,A1008-02-001,A1008-0033-00,247488.816,205788.79,205691.758,,,97.032,,,,,,,,,12597.879,,,,,12597.879,,5111.754,3853.127,1258.627,,,,,21887.303,2625.823,9764.944,199.239,1717.046,7230.542,,,349.709,,,,,,,,,,,,,,,,2103.09,,,,,2103.09,"111Y"
A1008-02,A1008-02-002,A1008-0034-00,52056.122,23697.843,23514.789,,,183.054,1184.088,,,1184.088,,,,,7271.299,,,,,7271.299,,,,,,,,,18109.816,937.838,14410.352,753.928,,679.123,1167.419,,161.156,,,,,,,,1419.464,,1419.464,,,,,,373.612,,,,,373.612,"111Y"
A1008-02,A1008-02-003,A1008-0035-00,74323.186,27922.515,24991.063,,230.613,2700.839,,,,,,,,,9295.912,,,,,9295.912,,1492.544,1280.963,141.321,,,70.26,,27972.685,,24796.099,,,1431.843,1044.761,,699.982,188.958,,,,188.958,,,3278.183,,3278.183,,,,,,4172.389,,,,,4172.389,"111Y"
A1008-02,A1008-02-004,A1008-0036-00,14000.457,1049.528,998.888,,,50.64,,,,,,,,,2274.406,,,,,2274.406,,1397.452,,1397.452,,,,,9117.29,,8455.593,,,348.121,,,313.576,,,,,,,,57.132,,57.132,,,,,,104.649,,,,,104.649,"111Y"
A1008-02,A1008-02-001,A1008-0037-00,193102.361,156019.957,151026.489,,62.382,4931.086,1882.862,,1485.201,397.661,,,,,8964.743,,,,,8964.743,,11696.063,2386.304,9309.759,,,,,6447.391,,3711.76,111.491,,2556,41.784,26.356,,,,,,,,,893.856,,893.856,,,,,,7197.489,,,,,7197.489,"111Y"
A1008-02,A1008-02-004,A1008-0038-00,42876.132,18775.634,18332.981,,126.541,316.112,,,,,,,,,5439.405,,,,,5439.405,,890.607,,890.607,,,,,15733.479,1577.486,12924.692,123.938,296.312,450.474,37.472,,323.105,0.074,,0.074,,,,,,,,,,,,,2036.933,,,,,2036.933,"111Y"
A1008-03,A1008-03-003,A1008-0039-00,1509306.335,932048.396,932048.396,,,,45511.422,,45511.422,,,,,,,,,,,,,239191.157,171251.016,10225.788,,40002.208,17712.145,,,,,,,,,,,,,,,,,,,,,,,,,,292555.36,,291392.629,217.007,,945.724,"111Y"
A1008-02,A1008-02-005,A1008-0040-00,217008.144,179568.082,171718.59,,7849.492,,7977.083,,7977.083,,,,,,9570.83,,,,,9570.83,,15655.332,12778.389,2876.943,,,,,442.333,,,,,,,442.333,,,,,,,,,,,,,,,,,3794.484,,,,,3794.484,"111Y"
A1008-02,A1008-02-003,A1008-0041-00,280203.377,248988.598,241508.908,3540.981,3570.03,368.679,989.593,,989.593,,,,,,7624.686,,,,,7624.686,,11774.619,2615.835,6350.939,,82.461,2725.384,,1676.26,,1123.913,,,64.715,,132.492,355.14,,,,,,,,,,,,,,,,9149.621,,,,,9149.621,"111Y"
A1008-02,A1008-02-001,A1008-0042-00,35943.391,2211.789,2211.789,,,,,,,,,,,,2067.13,,,,,2067.13,,,,,,,,,20.067,20.055,0.012,,,,,,,31644.405,,31644.405,,,,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-003,A1008-0043-00,222902.934,184679.761,184605.305,,,74.456,,,,,,,,,24401.884,,,,,24401.884,,2004.631,2004.631,,,,,,10286.134,361.284,2017.592,1080.802,1224.007,,,5602.449,,,,,,,,,,,,,,,,,1530.524,,,,,1530.524,"111Y"
A1008-02,A1008-02-001,A1008-0044-00,164821.476,128453.108,128420.124,,,32.984,,,,,,,,,8937.99,,,,,8937.99,,3587.424,3587.424,,,,,,17375.613,662.442,5636.01,1615.257,936.858,6187.074,2337.972,,,368.342,,109.035,,259.307,,,,,,,,,,,6098.999,,,,,6098.999,"111Y"
A1008-02,A1008-02-006,A1008-0045-00,148442.12,133123.425,119753.861,,5480.206,7889.358,,,,,,,,,7768.129,,,,,7768.129,,3222.914,1324.56,1898.354,,,,,2152.708,,1178.142,,974.566,,,,,,,,,,,,,,,,,,,,2174.944,,,,,2174.944,"111Y"
A1008-02,A1008-02-007,A1008-0046-00,126960.203,107333.993,102657.759,,,4676.234,4871.641,,4871.641,,,,,,6792.079,,,,,6792.079,,2001.163,2001.163,,,,,,5961.327,,,2361.985,794.846,2804.496,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-002,A1008-0047-00,129304.593,121657.665,121657.665,,,,,,,,,,,,5037.66,,,,,5037.66,,1469.131,1193.899,275.232,,,,,372.589,,,,79.789,,,292.8,,,,,,,,,,,,,,,,,767.548,,,,,767.548,"111Y"
A1008-05,A1008-05-001,A1008-0048-00,191176.83,179802.656,173700.716,,6101.94,,,,,,,,,,8698.503,,,,,8698.503,,2352.946,2352.946,,,,,,211.892,,,,,,,211.892,,,,,,,,,,,,,,,,,110.833,,,,,110.833,"111Y"
A1008-04,A1008-04-002,A1008-0049-00,299951.423,257412.279,231617.044,,25102.855,692.38,1768.769,,1768.769,,,,,,8717.095,,,,,8717.095,,7681.838,,,,3536.775,4145.063,,1038.386,,,,360.709,677.677,,,,20868.945,,,,,,20868.945,,,,,,,,,2464.111,,,,,2464.111,"111Y"
A1008-02,A1008-02-006,A1008-0050-00,174742.181,147673.229,147161.701,,,511.528,,,,,,,,,14695.49,,,,,14695.49,,984.76,984.76,,,,,,8930.773,,6074.733,321.338,482.966,,,1443.45,608.286,,,,,,,,1031.818,,1031.818,,,,,,1426.111,,,,,1426.111,"111Y"
A1008-05,A1008-05-001,A1008-0051-00,184092.768,173476.746,173476.746,,,,,,,,,,,,6946.571,,,,,6946.571,,3669.451,3669.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-007,A1008-0052-00,209172.414,181503.332,181503.332,,,,,,,,,,,,7140.154,,,,,7140.154,,13061.247,13061.247,,,,,,2369.168,,1651.683,,,520.216,,197.269,,,,,,,,,,,,,,,,,5098.513,,,,,5098.513,"111Y"
A1008-03,A1008-03-004,A1008-0053-00,296848.535,154574.135,154574.135,,,,0,,0,,,,,,101.536,,,,,101.536,,83617.989,18130.12,36492.77,,23202.872,5792.227,,,,,,,,,,,,,,,,,,,,,,,,,,58554.875,,22374.223,,,36180.652,"111Y"
A1008-04,A1008-04-001,A1008-0054-00,128978.328,93027.305,89877.281,,,3150.024,1908.511,,1532.755,375.756,,,,,4367.89,,,,,4367.89,,7969.754,,,,3448.991,4520.763,,14056.04,,13651.36,,,200.497,,65.957,138.226,,,,,,,,,,,,,,,,7648.828,,,,,7648.828,"111Y"
A1008-04,A1008-04-002,A1008-0055-00,137698.264,130799.812,127144.457,,,3655.355,,,,,,,,,4727.889,,,,,4727.889,,2108.868,2108.868,,,,,,61.695,,,,,,,61.695,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-05,A1008-05-001,A1008-0056-00,223816.273,197869.062,197869.062,,,,3911.748,,3911.748,,,,,,4709.272,,,,,4709.272,,10769.547,10769.547,,,,,,584.037,,584.037,,,,,,,,,,,,,,,,,,,,,,5972.607,,,,,5972.607,"111Y"
A1008-02,A1008-02-008,A1008-0057-00,145928.627,101179.576,96342.727,,3692.069,1144.78,,,,,,,,,12206.392,,,,,12206.392,,1032.358,568.585,463.773,,,,,29437.193,591.254,22924.863,,,3362.766,2166.083,84.083,308.144,,,,,,,,,,,,,,,,2073.108,,,,,2073.108,"111Y"
A1008-02,A1008-02-007,A1008-0058-00,221784.721,153113.299,146065.34,,5043.794,2004.165,1851.529,,1851.529,,,,,,16886.438,,,,,16886.438,,8800.413,7918.377,882.036,,,,,31372.772,445.616,11688.406,2593.399,2893.544,13258.248,,73.125,420.434,1737.074,,,,,,1737.074,,,,,,,,,8023.196,,,,,8023.196,"111Y"
A1008-04,A1008-04-002,A1008-0059-00,114963.368,109653.916,109343.606,,310.31,,1241.728,,1241.728,,,,,,4067.724,,,,,4067.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-009,A1008-0060-00,473778.231,404648.342,395415.607,,8208.439,1024.296,1982.42,,969.68,1012.74,,,,,32809.86,,,,,32809.86,,16099.903,11243.44,1994.139,,29.475,2832.849,,14815.215,5290.418,457.076,,,8869.803,,197.918,,,,,,,,,,,,,,,,,3422.491,,,,,3422.491,"111Y"
A1008-02,A1008-02-010,A1008-0061-00,102749.797,61815.325,60139.195,,,1676.13,2767.881,,1833.537,934.344,,,,,7938.326,,,,,7938.326,,4996.539,4996.539,,,,,,21480.923,,17514.247,,2309.068,1491.143,,,166.465,,,,,,,,41.365,,41.365,,,,,,3709.438,,,,,3709.438,"111Y"
A1008-04,A1008-04-002,A1008-0062-00,147333.157,141175.186,141174.877,,,0.309,,,,,,,,,5108.777,,,,,5108.777,,266.345,266.345,,,,,,761.061,,559.491,,,,,201.57,,,,,,,,,,,,,,,,,21.788,,,,,21.788,"111Y"
A1008-05,A1008-05-001,A1008-0063-00,137549.876,132824.635,128974.186,,3701.081,149.368,,,,,,,,,4725.241,,,,,4725.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-05,A1008-05-001,A1008-0064-00,102075.373,97599.893,97599.893,,,,,,,,,,,,4475.48,,,,,4475.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-003,A1008-0065-00,51835.822,9474.308,9240.133,,,234.175,496.48,,209.452,287.028,,,,,3475.709,,,,,3475.709,,2067.341,,,,16.071,2051.27,,33223.241,39.116,21581.554,,,790.809,777.611,,10034.151,0.735,,,,0.735,,,,,,,,,,,3098.008,,,,,3098.008,"111Y"
A1008-04,A1008-04-010,A1008-0066-00,88801.05,75984.068,75570.216,,413.852,,460.663,,460.663,,,,,,3248.899,,,,,3248.899,,883.678,766.376,,,,117.302,,148.1,,,,,,,148.1,,,,,,,,,,,,,,,,,8075.642,,,,,8075.642,"111Y"
A1008-02,A1008-02-011,A1008-0067-00,102318.973,57014.729,56930.577,,,84.152,2691.399,,2691.399,,,,,,12643.159,,,,,12643.159,,1802.016,,1802.016,,,,,24289.655,534.661,19989.878,585.665,1466.582,623.195,148.723,,940.951,18.973,,,,,,18.973,,,,,,,,,3859.042,,,,,3859.042,"111Y"
A1008-03,A1008-03-005,A1008-0068-00,213895.5,43156.953,43156.953,,,,29982.759,,29982.759,,,,,,,,,,,,,133450.443,85407.604,,,40339.433,7703.406,,59.003,,,,,,59.003,,,,,,,,,,,,,,,,,,7246.342,,7189.138,,,57.204,"111Y"
A1008-04,A1008-04-005,A1008-0069-00,8602.923,1760.694,1760.694,,,,,,,,,,,,736.609,,,,,736.609,,,,,,,,,5367.797,,4991.977,89.753,,187.64,,,98.427,407.375,,,,407.375,,,,,,,,,,,330.448,,,,,330.448,"111Y"
A1008-02,A1008-02-012,A1008-0070-00,198294.931,139370.578,134679.783,,36.392,4654.403,136.332,,,136.332,,,,,18384.227,,,,,18384.227,,2136.961,2136.961,,,,,,34847.392,1549.466,24428.118,3015.185,1820.682,2693.283,601.497,124.149,615.012,,,,,,,,,,,,,,,,3419.441,,,,,3419.441,"111Y"
A1008-04,A1008-04-002,A1008-0071-00,125271.213,117250.335,110076.313,,6266.686,907.336,,,,,,,,,4883.734,,,,,4883.734,,,,,,,,,2683.603,,2478.475,,,,,205.128,,453.541,,,,,,453.541,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-005,A1008-0072-00,9347.555,633.506,633.506,,,,,,,,,,,,1020.093,,,,,1020.093,,,,,,,,,7693.956,,7163.908,,,242.318,,,287.73,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-007,A1008-0073-00,4962.709,203.364,203.364,,,,,,,,,,,,301.029,,,,,301.029,,80.429,,,,,80.429,,3823.531,,3463.57,,,193.167,,,166.794,,,,,,,,,,,,,,,,554.356,,,,,554.356,"111Y"
A1008-04,A1008-04-004,A1008-0074-00,5462.705,285.412,285.412,,,,,,,,,,,,451.25,,,,,451.25,,,,,,,,,4694.271,112.327,3819.32,83.969,,362.668,,,315.987,,,,,,,,,,,,,,,,31.772,,,,,31.772,"111Y"
A1008-05,A1008-05-004,A1008-0075-00,201403.203,165271.496,165120.851,,,150.645,,,,,,,,,10238.029,,,,,10238.029,,8216.63,8216.63,,,,,,13401.971,,10480.449,,,1568.864,1238.298,114.36,,,,,,,,,,,,,,,,,4275.077,,,,,4275.077,"111Y"
A1008-05,A1008-05-003,A1008-0076-00,118680.144,105411.886,102417.333,,96.743,2897.81,,,,,,,,,4547.057,,,,,4547.057,,2552.695,2181.371,371.324,,,,,1975.896,,1145.787,,668.544,,,161.565,,4192.61,,,,,4192.61,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-010,A1008-0077-00,206136.017,192472.982,186418.519,,6054.463,,423.887,,423.887,,,,,,7853.269,,,,,7853.269,,3607.897,2799.396,,,,808.501,,,,,,,,,,,,,,,,,,,,,,,,,,1777.982,,,,,1777.982,"111Y"
A1008-04,A1008-04-005,A1008-0078-00,22978.984,3488.302,3396.806,,,91.496,,,,,,,,,2200.456,,,,,2200.456,,,,,,,,,16172.653,,13961.667,121.405,,1271.756,,,817.825,,,,,,,,,,,,,,,,1117.573,,,,,1117.573,"111Y"
A1008-05,A1008-05-008,A1008-0079-00,105385.596,101449.945,101449.945,,,,,,,,,,,,1728.318,,,,,1728.318,,2207.333,2207.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-02,A1008-02-013,A1008-0080-00,32595.45,2570.461,2227.831,,135.852,206.778,431.994,,431.994,,,,,,5315.53,,,,,5315.53,,,,,,,,,19793.315,18.895,16273.583,725.836,,1936.267,,,838.734,644.154,644.154,,,,,,,,,,,,,,3839.996,,,,,3839.996,"111Y"
A1008-04,A1008-04-006,A1008-0081-00,11075.2,1029.332,1029.332,,,,,,,,,,,,1127.478,,,,,1127.478,,,,,,,,,8055.221,224.64,6649.708,,,216.486,,,964.387,,,,,,,,,,,,,,,,863.169,,,,,863.169,"111Y"
A1008-04,A1008-04-005,A1008-0082-00,12695.228,4378.755,4378.755,,,,177.235,,177.235,,,,,,1831.504,,,,,1831.504,,229.144,229.144,,,,,,5356.189,,4854.242,,,,74.78,,427.167,,,,,,,,161.227,,161.227,,,,,,561.174,,,,,561.174,"111Y"
A1008-05,A1008-05-002,A1008-0083-00,29320.611,5913.212,5706.648,,,206.564,,,,,,,,,3990.218,,,,,3990.218,,,,,,,,,18142.679,,16603.903,,,505.736,5.752,,1027.288,,,,,,,,167.491,,167.491,,,,,,1107.011,,,,,1107.011,"111Y"
A1008-04,A1008-04-008,A1008-0084-00,102959.961,79386.57,77966.35,,680.825,739.395,517.104,,517.104,,,,,,4474.363,,,,,4474.363,,1770.012,1770.012,,,,,,16641.8,,,,,,723.346,15918.454,,,,,,,,,,,,,,,,,170.112,,,,,170.112,"111Y"
A1008-04,A1008-04-007,A1008-0085-00,78318.507,51837.732,51012.96,,,824.772,,,,,,,,,3768.113,,,,,3768.113,,3152.613,,,,18.684,3133.929,,17256.656,,16462.745,,,218.011,141.596,289.035,145.269,29.574,,,,29.574,,,,,,,,,,,2273.819,,,,,2273.819,"111Y"
A1008-04,A1008-04-009,A1008-0086-00,46886.082,17307.026,16906.718,,,400.308,2469.488,,2277.75,191.738,,,,,4083.032,,,,,4083.032,,5764.73,3640.392,,,247.806,1876.532,,1778.417,,494.821,,,,,96.654,1186.942,200.656,,,,,200.656,,,,,,,,,,15282.733,,,,,15282.733,"111Y"
A1008-02,A1008-02-014,A1008-0087-00,26684.262,3860.46,3860.46,,,,,,,,,,,,5072.317,,,,,5072.317,,13.411,,13.411,,,,,14845.925,180.986,12676.245,212.993,,520.402,,,1255.299,,,,,,,,331.414,,331.414,,,,,,2560.735,,,,,2560.735,"111Y"
A1008-04,A1008-04-011,A1008-0088-00,37096.628,14448.201,13140.558,,29.49,1278.153,,,,,,,,,4529.597,,,,,4529.597,,,,,,,,,17595.008,,16000.613,,,623.519,,,970.876,,,,,,,,,,,,,,,,523.822,,,,,523.822,"111Y"
A1008-04,A1008-04-008,A1008-0089-00,31691.575,20657.948,19903.717,,,754.231,0.872,,,0.872,,,,,3400.797,,,,,3400.797,,8.605,8.605,,,,,,6964.411,,6625.816,,,276.788,,,61.807,300.987,300.987,,,,,,,,,,,,,,357.955,,,,,357.955,"111Y"
A1008-02,A1008-02-015,A1008-0090-00,71201.503,28540.85,28121.9,,418.445,0.505,2739.85,,1674.346,1065.504,,,,,10350.653,,,,,10350.653,,1117.149,,1117.149,,,,,22165.6,,17226.764,257.773,,2758.816,302.848,,1619.399,,,,,,,,,,,,,,,,6287.401,,,,,6287.401,"111Y"
A1008-05,A1008-05-003,A1008-0091-00,138091.932,131469.723,119116.587,,12353.136,,,,,,,,,,6622.209,,,,,6622.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-012,A1008-0092-00,27011.446,8622.037,7542.53,,,1079.507,388.873,,,388.873,,,,,3087.518,,,,,3087.518,,1377.477,,1377.477,,,,,12032.802,,11190.06,,,538.124,,,304.618,,,,,,,,409.672,,409.672,,,,,,1093.067,,,,,1093.067,"111Y"
A1008-04,A1008-04-010,A1008-0093-00,239768.21,226335.679,218674.901,,6702.578,958.2,,,,,,,,,8208.23,,,,,8208.23,,4780.861,4158.208,,,,622.653,,349.693,,,,,,,349.693,,,,,,,,,,,,,,,,,93.747,,,,,93.747,"111Y"
A1008-04,A1008-04-009,A1008-0094-00,15521.22,8366.012,8366.012,,,,2204.335,,2204.335,,,,,,965.195,,,,,965.195,,2787.533,,,,19.815,2767.718,,415.333,,,,415.333,,,,,,,,,,,,,,,,,,,,782.812,,,,,782.812,"111Y"
A1008-05,A1008-05-008,A1008-0095-00,110014.712,103748.24,103688.116,,,60.124,,,,,,,,,3125.505,,,,,3125.505,,,,,,,,,,,,,,,,,,3140.967,,,,,3140.967,,,,,,,,,,,,,,,,"111Y"
A1008-05,A1008-05-002,A1008-0096-00,35109.695,12595.661,12595.661,,,,,,,,,,,,4298.031,,,,,4298.031,,,,,,,,,15811.763,93.478,7791.45,,,1202.83,6210.081,,513.924,,,,,,,,,,,,,,,,2404.24,,,,,2404.24,"111Y"
A1008-02,A1008-02-016,A1008-0097-00,131222.847,108521.337,108242.803,,,278.534,,,,,,,,,7433.161,,,,,7433.161,,2111.723,2111.723,,,,,,11316.861,,3526.929,,6388.409,1036.09,,313.892,51.541,,,,,,,,,,,,,,,,1839.765,,,,,1839.765,"111Y"
A1008-05,A1008-05-004,A1008-0098-00,278411.932,171975.082,155209.506,5400.149,,11365.427,4709.761,,4709.761,,,,,,17471.797,,,,,17471.797,,26824.268,26560.806,263.462,,,,,31745.259,,7431.211,,,8.711,,22655.138,1650.199,,,,,,,,19541.91,,19541.91,,,,,,6143.855,,,,,6143.855,"111Y"
A1008-04,A1008-04-017,A1008-0099-00,186210.119,162021.645,147772.929,,11975.308,2273.408,9247.983,,9247.983,,,,,,10472.275,,,,,10472.275,,3943.627,3943.627,,,,,,406.501,,,,,,,406.501,,,,,,,,,,,,,,,,,118.088,,,,,118.088,"111Y"
A1008-05,A1008-05-005,A1008-0100-00,79445.631,24562.612,24403.485,,,159.127,6606.251,,3532.626,3073.625,,,,,5968.631,,,,,5968.631,,2059.274,2059.274,,,,,,19123.683,97.429,7323.843,432.278,,1168.864,9983.352,,117.917,6451.481,,6451.481,,,,,5774.654,,5774.654,,,,,,8899.045,,,,,8899.045,"111Y"
A1008-04,A1008-04-015,A1008-0101-00,53006.597,28691.969,27163.797,,,1528.172,,,,,,,,,17288.126,,,,,17288.126,,2581.956,2581.956,,,,,,1014.137,,1014.137,,,,,,,,,,,,,,,,,,,,,,3430.409,,,,,3430.409,"111Y"
A1008-04,A1008-04-010,A1008-0102-00,256419.749,241251.32,241120.976,,,130.344,22.563,,22.563,,,,,,12100.218,,,,,12100.218,,1709.93,524.372,,,,1185.558,,1276.477,,1174.437,,,,,102.04,,,,,,,,,,,,,,,,,59.241,,,,,59.241,"111Y"
A1008-04,A1008-04-012,A1008-0103-00,108912.634,96702.515,89845.392,,3928.576,2928.547,,,,,,,,,6494.517,,,,,6494.517,,1783.202,1783.202,,,,,,2049.748,,1054.014,,,853.759,,141.975,,,,,,,,,,,,,,,,,1882.652,,,,,1882.652,"111Y"
A1008-05,A1008-05-003,A1008-0104-00,153208.727,145643.749,142785.157,,,2858.592,,,,,,,,,5059.912,,,,,5059.912,,1702.787,1702.787,,,,,,802.279,,802.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1008-04,A1008-04-015,A1008-0105-00,66335.621,55738.832,55738.832,,,,,,,,,,,,6606.58,,,,,6606.58,,,,,,,,,3927.697,,474.335,,2410.756,1042.606,,,,,,,,,,,,,,,,,,,62.512,,,,,62.512,"111Y"
