"Mode","API","Attribute","type","title","description","format"
"Rail","RailLiveBoard","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailLiveTrainDelay","TrainNo","string","String","車次代碼",NA
"Rail","RailLiveTrainDelay","StationID","string","String","最近通過車站代碼",NA
"Rail","RailLiveTrainDelay","StationName",NA,"NameType","最近通過車站名稱[屬離站壓軌觸發]",NA
"Rail","RailLiveTrainDelay","DelayTime","integer","Int32","誤點時間(0:準點;>=1誤點)","int32"
"Rail","RailLiveTrainDelay","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","RailLiveTrainDelay","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","BikeStation","StationUID","string","String","站點唯一識別代碼，規則為 {業管機關代碼} + {StationID}，其中 {業管機關代碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bike","BikeStation","StationID","string","String","站點代碼",NA
"Bike","BikeStation","AuthorityID","string","String","業管單位代碼",NA
"Bike","BikeStation","StationName",NA,"NameType","站點名稱",NA
"Bike","BikeStation","StationPosition",NA,"PointType","站點位置",NA
"Bike","BikeStation","StationAddress",NA,"NameType","站點地址",NA
"Bike","BikeStation","StopDescription","string","String","站點描述",NA
"Bike","BikeStation","BikesCapacity","integer","Int32","可容納之自行車總數","int32"
"Bike","BikeStation","ServiceType","integer","Int32","服務類型 : [1:'YouBike1.0',2:'YouBike2.0',3:'T-Bike',4:'P-Bike',5:'K-Bike']",NA
"Bike","BikeStation","SrcUpdateTime","string",NA,"來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","BikeStation","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","NameType","Zh_tw","string","String","中文繁體名稱",NA
"Bike","NameType","En","string","String","英文名稱",NA
"Bike","PointType","PositionLon","number",NA,"位置經度(WGS84)","double"
"Bike","PointType","PositionLat","number",NA,"位置緯度(WGS84)","double"
"Bike","PointType","GeoHash","string","String","地理空間編碼",NA
"Bike","DisplayHealth","ServiceID","string","String","API服務代碼",NA
"Bike","DisplayHealth","ServiceName","string","String","API服務中文名稱",NA
"Bike","DisplayHealth","Inbound",NA,"Inbound","本平台資料來源轉入狀態",NA
"Bike","DisplayHealth","Outbound",NA,"Outbound","本平台API狀態",NA
"Bike","Inbound","CheckTime","string","DateTime","檢核時間","date-time"
"Bike","Inbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Bike","Inbound","Reason","string","String","檢核失敗原因",NA
"Bike","Outbound","CheckTime","string","DateTime","檢核時間","date-time"
"Bike","Outbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Bike","Outbound","Reason","string","String","檢核失敗原因",NA
"Bike","BikeAvailability","StationUID","string","String","站點唯一識別代碼，規則為 {業管機關代碼} + {StationID}，其中 {業管機關代碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bike","BikeAvailability","StationID","string","String","站點代碼",NA
"Bike","BikeAvailability","ServiceStatus","integer","Int32","服務狀態 : [0:'停止營運',1:'正常營運',2:'暫停營運']",NA
"Bike","BikeAvailability","ServiceType","integer","Int32","服務類型 : [1:'YouBike1.0',2:'YouBike2.0',3:'T-Bike',4:'P-Bike',5:'K-Bike']",NA
"Bike","BikeAvailability","AvailableRentBikes","integer","Int32","可租借車數","int32"
"Bike","BikeAvailability","AvailableReturnBikes","integer","Int32","可歸還車數","int32"
"Bike","BikeAvailability","SrcUpdateTime","string",NA,"來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","BikeAvailability","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","BikeAvailability","AvailableRentBikesDetail",NA,"AvailableRentBikesDetail","可租借一般自行車、電動輔助車數量",NA
"Bike","AvailableRentBikesDetail","GeneralBikes","integer","Int32","一般自行車可租借車數","int32"
"Bike","AvailableRentBikesDetail","ElectricBikes","integer","Int32","電動輔助車可租借車數","int32"
"Bike","BikeShape","RouteName","string","String","路線名稱",NA
"Bike","BikeShape","AuthorityName","string","String","業管機關名稱（可能包含多個業管機關）",NA
"Bike","BikeShape","CityCode","string","String","路線所在縣市代碼",NA
"Bike","BikeShape","City","string","String","路線所在縣市名稱",NA
"Bike","BikeShape","Town","string","String","路線所在鄉鎮名稱（可能包含多個鄉鎮）",NA
"Bike","BikeShape","RoadSectionStart","string","String","路線起點描述",NA
"Bike","BikeShape","RoadSectionEnd","string","String","路線迄點描述",NA
"Bike","BikeShape","Direction","string","String","自行車道車行方向",NA
"Bike","BikeShape","CyclingType","string","String","自行車道類型",NA
"Bike","BikeShape","CyclingLength","number",NA,"自行車道長度","double"
"Bike","BikeShape","FinishedTime","string","String","自行車道完工日期時間",NA
"Bike","BikeShape","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bike","BikeShape","Geometry","string","String","well-known text，為路線軌跡資料",NA
"Bike","BikeShape","EncodedPolyline","string","String","路線軌跡編碼(encoded polyline)",NA
"Air","Airport","AirportID","string","String","機場IATA國際代碼",NA
"Air","Airport","AirportName",NA,"NameType","機場中文名稱",NA
"Air","Airport","AirportIATA","string","String","機場IATA國際代碼",NA
"Air","Airport","AirportICAO","string","String","機場ICAO國際代碼",NA
"Air","Airport","AirportPosition",NA,"PointType","機場位置",NA
"Air","Airport","AirportCityName",NA,"NameType","機場所屬城市",NA
"Air","Airport","AirportAddress","string","String","機場地址",NA
"Air","Airport","AirportPhone","string","String","機場聯繫電話",NA
"Air","Airport","AirportNationality","string","String","機場國籍",NA
"Air","Airport","AuthorityID","string","String","業管機關代碼(流水號)",NA
"Air","Airport","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Air","Airport","VersionID","integer","Int32","資料版本編號","int32"
"Air","NameType","Zh_tw","string","String","中文繁體名稱",NA
"Air","NameType","En","string","String","英文名稱",NA
"Air","PointType","PositionLon","number",NA,"位置經度(WGS84)","double"
"Air","PointType","PositionLat","number",NA,"位置緯度(WGS84)","double"
"Air","PointType","GeoHash","string","String","地理空間編碼",NA
"Air","DisplayHealth","ServiceID","string","String","API服務代碼",NA
"Air","DisplayHealth","ServiceName","string","String","API服務中文名稱",NA
"Air","DisplayHealth","Inbound",NA,"Inbound","本平台資料來源轉入狀態",NA
"Air","DisplayHealth","Outbound",NA,"Outbound","本平台API狀態",NA
"Air","Inbound","CheckTime","string","DateTime","檢核時間","date-time"
"Air","Inbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Air","Inbound","Reason","string","String","檢核失敗原因",NA
"Air","Outbound","CheckTime","string","DateTime","檢核時間","date-time"
"Air","Outbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Air","Outbound","Reason","string","String","檢核失敗原因",NA
"Air","Airline","AirlineID","string","String","航空公司IATA國際代碼",NA
"Air","Airline","AirlineName",NA,"NameType","航空公司名稱",NA
"Air","Airline","AirlineNameAlias",NA,"NameType","航空公司簡稱",NA
"Air","Airline","AirlineIATA","string","String","航空公司IATA國際代碼",NA
"Air","Airline","AirlineICAO","string","String","航空公司ICAO國際代碼",NA
"Air","Airline","AirlineEmail","string","String","航空公司電子信箱",NA
"Air","Airline","AirlineAddress","string","String","航空公司地址",NA
"Air","Airline","AirlinePhone","string","String","航空公司聯繫電話",NA
"Air","Airline","AirlineNationality","string","String","航空公司國籍",NA
"Air","Airline","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Air","Airline","VersionID","integer","Int32","資料版本編號","int32"
"Air","FIDSDeparture","FlightDate","string",NA,"航班日期(ISO8601格式:yyyy-MM-dd)","date-time"
"Air","FIDSDeparture","FlightNumber","string","String","航機班號(不包含航空公司的AirlineID，僅有班號數字)",NA
"Air","FIDSDeparture","AirRouteType","integer","Int32","航線種類(目前民航局與桃機的FIDS系統都尚未提供此欄位資料) : [-2:'特殊',1:'國際',2:'國內',3:'兩岸',4:'國際包機',5:'國內包機',6:'兩岸包機']",NA
"Air","FIDSDeparture","AirlineID","string","String","航空公司IATA國際代碼",NA
"Air","FIDSDeparture","DepartureAirportID","string","String","起點機場IATA國際代碼",NA
"Air","FIDSDeparture","ArrivalAirportID","string","String","目的地機場IATA國際代碼",NA
"Air","FIDSDeparture","ScheduleDepartureTime","string",NA,"表訂出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSDeparture","ActualDepartureTime","string",NA,"實際出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSDeparture","EstimatedDepartureTime","string",NA,"預估出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSDeparture","DepartureRemark","string","String","航班屬性狀態, ,為該機場觀點的狀態",NA
"Air","FIDSDeparture","DepartureRemarkEn","string","String","航班屬性狀態(英文)",NA
"Air","FIDSDeparture","Terminal","string","String","航廈",NA
"Air","FIDSDeparture","Gate","string","String","登機門(僅客機提供)",NA
"Air","FIDSDeparture","Apron","string","String","停機坪(僅貨機提供)",NA
"Air","FIDSDeparture","CodeShare","string","String","航班共用班號",NA
"Air","FIDSDeparture","IsCargo","boolean","Boolean","是否為貨機",NA
"Air","FIDSDeparture","AcType","string","String","航空器型號",NA
"Air","FIDSDeparture","BaggageClaim","string","String","行李轉盤(到站FIDS可能有「行李轉盤」資訊, 離站FIDS不會有, 貨機則無此資訊)",NA
"Air","FIDSDeparture","CheckCounter","string","String","報到櫃檯(離站FIDS可能有「報到櫃台」資訊, 到站FIDS不會有, 貨機則無此資訊)",NA
"Air","FIDSDeparture","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Air","FIDSArrival","FlightDate","string",NA,"航班日期(ISO8601格式:yyyy-MM-dd)","date-time"
"Air","FIDSArrival","FlightNumber","string","String","航機班號(不包含航空公司的AirlineID，僅有班號數字)",NA
"Air","FIDSArrival","AirRouteType","integer","Int32","航線種類(目前民航局與桃機的FIDS系統都尚未提供此欄位資料) : [-2:'特殊',1:'國際',2:'國內',3:'兩岸',4:'國際包機',5:'國內包機',6:'兩岸包機']",NA
"Air","FIDSArrival","AirlineID","string","String","航空公司IATA國際代碼",NA
"Air","FIDSArrival","DepartureAirportID","string","String","起點機場IATA國際代碼",NA
"Air","FIDSArrival","ArrivalAirportID","string","String","目的地機場IATA國際代碼",NA
"Air","FIDSArrival","ScheduleArrivalTime","string",NA,"表訂抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSArrival","ActualArrivalTime","string",NA,"實際抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSArrival","EstimatedArrivalTime","string",NA,"預估抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDSArrival","ArrivalRemark","string","String","航班屬性狀態,為該機場觀點的狀態",NA
"Air","FIDSArrival","ArrivalRemarkEn","string","String","航班屬性狀態(英文)",NA
"Air","FIDSArrival","Terminal","string","String","航廈",NA
"Air","FIDSArrival","Gate","string","String","登機門(僅客機提供)",NA
"Air","FIDSArrival","Apron","string","String","停機坪(僅貨機提供)",NA
"Air","FIDSArrival","CodeShare","string","String","航班共用班號",NA
"Air","FIDSArrival","IsCargo","boolean","Boolean","是否為貨機",NA
"Air","FIDSArrival","AcType","string","String","航空器型號",NA
"Air","FIDSArrival","BaggageClaim","string","String","行李轉盤(到站FIDS可能有「行李轉盤」資訊, 離站FIDS不會有, 貨機則無此資訊)",NA
"Air","FIDSArrival","CheckCounter","string","String","報到櫃檯(離站FIDS可能有「報到櫃台」資訊, 到站FIDS不會有, 貨機則無此資訊)",NA
"Air","FIDSArrival","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Air","FIDS","FlightDate","string",NA,"航班日期(ISO8601格式:yyyy-MM-dd)","date-time"
"Air","FIDS","FlightNumber","string","String","航機班號(不包含航空公司的AirlineID，僅有班號數字)",NA
"Air","FIDS","AirRouteType","integer","Int32","航線種類 : [-2:'特殊',1:'國際',2:'國內',3:'兩岸',4:'國際包機',5:'國內包機',6:'兩岸包機']",NA
"Air","FIDS","AirlineID","string","String","航空公司IATA國際代碼",NA
"Air","FIDS","DepartureAirportID","string","String","起點機場IATA國際代碼",NA
"Air","FIDS","ArrivalAirportID","string","String","目的地機場IATA國際代碼",NA
"Air","FIDS","ScheduleDepartureTime","string",NA,"表訂出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","ActualDepartureTime","string",NA,"實際出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","EstimatedDepartureTime","string",NA,"預估出發時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","ScheduleArrivalTime","string",NA,"表訂抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","ActualArrivalTime","string",NA,"實際抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","EstimatedArrivalTime","string",NA,"預估抵達時間(ISO8601格式:yyyy-MM-ddTHH:mm)","date-time"
"Air","FIDS","DepartureRemark","string","String","航班屬性狀態,為第三方觀點的狀態(資料來源:民航局)",NA
"Air","FIDS","DepartureRemarkEn","string","String","航班屬性狀態(英文)",NA
"Air","FIDS","ArrivalRemark","string","String","航班屬性狀態,為該機場觀點的狀態",NA
"Air","FIDS","ArrivalRemarkEn","string","String","航班屬性狀態(英文)",NA
"Air","FIDS","FlightStatus","string","String","航班運行狀態,以航班的角度的狀態",NA
"Air","FIDS","FlightStatusEn","string","String","航班運行狀態(英文)",NA
"Air","FIDS","FlightStatusPC","string","String","航班運行狀態百分比(國內線)",NA
"Air","FIDS","FlightRemark","string","String","航班屬性",NA
"Air","FIDS","ArrivalTerminal","string","String","抵達航廈",NA
"Air","FIDS","DepartureTerminal","string","String","出發航廈",NA
"Air","FIDS","ArrivalGate","string","String","抵達登機門(僅客機提供)",NA
"Air","FIDS","DepartureGate","string","String","出發登機門(僅客機提供)",NA
