"Mode","API","Attribute","type","title","description","format"
"Bus","Segment","FromStationID","string","String","表BusStation唯一碼(起點站牌)",NA
"Bus","Segment","ToStationID","string","String","表BusStation唯一碼(迄點站牌)",NA
"Bus","Segment","Distance","number","Single","站間線段距離","float"
"Bus","BusS2STravelTime","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusS2STravelTime","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
"Bus","BusS2STravelTime","SubRouteUID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusS2STravelTime","SubRouteID","string","String","地區既用中之附屬路線代碼(為原資料內碼)",NA
"Bus","BusS2STravelTime","Direction","integer","Int32","去返程 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusS2STravelTime","TravelTimes","array","Array","旅行時間資訊",NA
"Bus","BusS2STravelTime","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","ServiceTime","Weekday","integer","Int32","星期 : [0:星期日, 1:星期一, 2:星期二, 3:星期三, 4:星期四, 5:星期五, 6:星期六, 99:不分星期]","int32"
"Bus","ServiceTime","StartHour","integer","Int32","起始時區(小時)","int32"
"Bus","ServiceTime","EndHour","integer","Int32","結束時區(小時)","int32"
"Bus","ServiceTime","S2STimes","array","Array","站間行駛時間資訊",NA
"Bus","TravelTime","FromStopID","string","String","起始站牌代碼",NA
"Bus","TravelTime","ToStopID","string","String","終點站牌代碼",NA
"Bus","TravelTime","FromStationID","string","String","起始站位代碼",NA
"Bus","TravelTime","ToStationID","string","String","終點站位代碼",NA
"Bus","TravelTime","RunTime","integer","Int32","站間預估行駛時間 [當RunTime值為-1時，代表該區間無提供旅行時間資料。]","int32"
"Bus","BusDailyTimeTable","BusDate","string","DateTime","適用日期","date-time"
"Bus","BusDailyTimeTable","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusDailyTimeTable","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
"Bus","BusDailyTimeTable","RouteName",NA,"NameType","路線名稱",NA
"Bus","BusDailyTimeTable","OperatorID","string","String","營運業者代碼",NA
"Bus","BusDailyTimeTable","OperatorNo","string","String","營運業者編號[交通部票證資料系統定義]",NA
"Bus","BusDailyTimeTable","OperatorCode","string","String","營運業者簡碼",NA
"Bus","BusDailyTimeTable","SubRouteUID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusDailyTimeTable","SubRouteID","string","String","地區既用中之附屬路線代碼(為原資料內碼)",NA
"Bus","BusDailyTimeTable","SubRouteName",NA,"NameType","附屬路線名稱",NA
"Bus","BusDailyTimeTable","Direction","integer","Int32","去返程 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusDailyTimeTable","Timetables","array","Array","預定班表",NA
"Bus","BusDailyTimeTable","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","TimeTable","TripID","string","String","班次代碼",NA
"Bus","TimeTable","StopTimes","array","Array","公車停靠時間資料",NA
"Bus","StopTime","StopSequence","integer","Int32","路線經過站牌之順序(由1開始)","int32"
"Bus","StopTime","StopUID","string","String","站牌唯一識別代碼，規則為 {業管機關代碼} + {StopID}，其中 {業管機關代碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","StopTime","StopID","string","String","地區既用中之站牌代碼(為原資料內碼)",NA
"Bus","StopTime","StopName",NA,"NameType","站牌名稱",NA
"Bus","StopTime","ArrivalTime","string","String","到站時間，格式為:HH:mm",NA
"Bus","StopTime","DepartureTime","string","String","離站時間，格式為:HH:mm",NA
"Bus","StopTime","TimeType","integer","Int32","時刻表時間類型 : [0:'估算時間',1:'表訂時間']",NA
"Bus","BusDailyStopTimeTable","BusDate","string","DateTime","適用日期","date-time"
"Bus","BusDailyStopTimeTable","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusDailyStopTimeTable","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
"Bus","BusDailyStopTimeTable","RouteName",NA,"NameType","路線名稱",NA
"Bus","BusDailyStopTimeTable","OperatorID","string","String","營運業者代碼",NA
"Bus","BusDailyStopTimeTable","OperatorCode","string","String","營運業者簡碼",NA
"Bus","BusDailyStopTimeTable","SubRouteUID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusDailyStopTimeTable","SubRouteID","string","String","地區既用中之附屬路線代碼(為原資料內碼)",NA
"Bus","BusDailyStopTimeTable","SubRouteName",NA,"NameType","附屬路線名稱",NA
"Bus","BusDailyStopTimeTable","DestinationStopID","string","String","迄點站站牌代碼,機關定義站牌代號(為原資料內碼)",NA
"Bus","BusDailyStopTimeTable","DestinationStopName",NA,"NameType","迄點站站牌名稱",NA
"Bus","BusDailyStopTimeTable","Stops","array","Array","公車站牌停靠資料",NA
"Bus","BusDailyStopTimeTable","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","Stop","StopUID","string","String","站牌唯一識別代碼，規則為 {業管機關代碼} + {StopID}，其中 {業管機關代碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","Stop","StopID","string","String","地區既用中之站牌代碼(為原資料內碼)",NA
"Bus","Stop","StopName",NA,"NameType","站牌名稱",NA
"Bus","Stop","TimeTables","array","Array","預定班表",NA
"Bus","TimeTable","Sequence","integer","Int32","發車順序(由1開始)","int32"
"Bus","TimeTable","TripID","string","String","班次代碼",NA
"Bus","TimeTable","IsLowFloor","boolean",NA,"該路線班次是否使用低地板公車車輛 , 0 = 否 , 1 = 是",NA
"Bus","TimeTable","ArrivalTime","string","String","到站時間，格式為:HH:mm",NA
"Bus","TimeTable","DepartureTime","string","String","離站時間，格式為:HH:mm",NA
"Bus","TimeTable","TimeType","integer","Int32","時刻表時間類型 : [0:'估算時間',1:'表訂時間']",NA
"Rail","Operator","ProviderID","string","String","資料提供平台代碼",NA
"Rail","Operator","OperatorID","string","String","營運業者代碼",NA
"Rail","Operator","OperatorName",NA,"NameType","營運業者名稱",NA
"Rail","Operator","OperatorPhone","string","String","營運業者連絡電話",NA
"Rail","Operator","OperatorEmail","string","String","營運業者電子信箱",NA
"Rail","Operator","OperatorUrl","string","String","營運業者網址鏈結",NA
"Rail","Operator","ReservationUrl","string","String","訂票網址鏈結",NA
"Rail","Operator","ReservationPhone","string","String","訂票連絡電話",NA
"Rail","Operator","OperatorCode","string","String","營運業者簡碼",NA
"Rail","Operator","AuthorityCode","string","String","營運業者業管機關簡碼(對於於公路客運/國道客運而言為THB)",NA
"Rail","Operator","SubAuthorityCode","string","String","營運業者所屬業管子機關簡碼(對於公路客運/國道客運路線而言為區監理所如THB-VO10-1..等)",NA
"Rail","Operator","OperatorNo","string","String","營運業者編號[交通部票證資料系統定義]",NA
"Rail","Operator","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","NameType","Zh_tw","string","String","中文繁體名稱",NA
"Rail","NameType","En","string","String","英文名稱",NA
"Rail","DisplayHealth","ServiceID","string","String","API服務代碼",NA
"Rail","DisplayHealth","ServiceName","string","String","API服務中文名稱",NA
"Rail","DisplayHealth","Inbound",NA,"Inbound","本平台資料來源轉入狀態",NA
"Rail","DisplayHealth","Outbound",NA,"Outbound","本平台API狀態",NA
"Rail","Inbound","CheckTime","string","DateTime","檢核時間","date-time"
"Rail","Inbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Rail","Inbound","Reason","string","String","檢核失敗原因",NA
"Rail","Outbound","CheckTime","string","DateTime","檢核時間","date-time"
"Rail","Outbound","Status","integer","Int32","檢核結果狀態 : [0:'失敗',1:'成功',2:'資料清洗中']",NA
"Rail","Outbound","Reason","string","String","檢核失敗原因",NA
"Rail","Network","NetworkID","string","String","捷運路網代碼",NA
"Rail","Network","NetworkName",NA,"NameType","捷運路網名稱",NA
"Rail","Network","OperatorCode","string","String","營運業者簡碼",NA
"Rail","Network","OperatorName",NA,"NameType","營運業者名稱",NA
"Rail","Network","NetworkMapURL","string","String","捷運路網圖網址URL",NA
"Rail","Network","Lines","array","Array","捷運路線資訊",NA
"Rail","Network","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Network","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Network","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Line","LineNo","string","String","路線編號",NA
"Rail","Line","LineID","string","String","路線代碼",NA
"Rail","Line","LineNo","string","String","路線編號",NA
"Rail","Line","LineID","string","String","路線代碼",NA
"Rail","Line","LineName",NA,"NameType","路線名稱",NA
"Rail","Line","LineSectionName",NA,"NameType","路線區間名稱",NA
"Rail","Line","LineColor","string","String","路線顏色",NA
"Rail","Line","IsBranch","boolean","Boolean","是否位於支線",NA
"Rail","Line","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Line","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Line","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Station","StationUID","string","String","車站唯一識別代碼",NA
"Rail","Station","StationID","string","String","車站代號",NA
"Rail","Station","StationName",NA,"NameType","車站名稱",NA
"Rail","Station","StationAddress","string","String","車站地址",NA
"Rail","Station","BikeAllowOnHoliday","boolean","Boolean","假日自行車進出與否",NA
"Rail","Station","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Station","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Station","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Station","StationPosition",NA,"PointType","車站位置",NA
"Rail","Station","LocationCity","string","String","車站位置所屬縣市",NA
"Rail","Station","LocationCityCode","string","String","車站位置所屬縣市代碼",NA
"Rail","Station","LocationTown","string","String","車站位置所屬鄉鎮",NA
"Rail","Station","LocationTownCode","string","String","車站位置所屬鄉鎮代碼",NA
"Rail","PointType","PositionLon","number",NA,"位置經度(WGS84)","double"
"Rail","PointType","PositionLat","number",NA,"位置緯度(WGS84)","double"
"Rail","PointType","GeoHash","string","String","地理空間編碼",NA
"Rail","StationOfLine","LineNo","string","String","路線編號",NA
"Rail","StationOfLine","LineID","string","String","路線代碼",NA
"Rail","StationOfLine","Stations","array","Array","路線車站資訊",NA
"Rail","StationOfLine","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationOfLine","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationOfLine","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Station","Sequence","integer","Int32","站序","int32"
"Rail","Station","StationID","string","String","車站代碼",NA
"Rail","Station","StationName",NA,"NameType","車站名稱",NA
"Rail","Station","CumulativeDistance","number",NA,"已累積之里程距離(公里)","float"
"Rail","LineTransfer","FromLineNo","string","String","路線間轉乘(起)之路線編號",NA
"Rail","LineTransfer","FromLineID","string","String","路線間轉乘(起)之路線代碼",NA
"Rail","LineTransfer","FromLineName",NA,"NameType","路線間轉乘(起)之路線名稱",NA
"Rail","LineTransfer","FromStationID","string","String","路線間轉乘(起)之車站代碼",NA
"Rail","LineTransfer","FromStationName",NA,"NameType","路線間轉乘(起)之車站名稱",NA
"Rail","LineTransfer","ToLineNo","string","String","路線間轉乘(迄)之路線編號",NA
"Rail","LineTransfer","ToLineID","string","String","路線間轉乘(迄)之路線代碼",NA
"Rail","LineTransfer","ToLineName",NA,"NameType","路線間轉乘(迄)之路線名稱",NA
"Rail","LineTransfer","ToStationID","string","String","路線間轉乘(迄)之車站代碼",NA
"Rail","LineTransfer","ToStationName",NA,"NameType","路線間轉乘(迄)之車站名稱",NA
"Rail","LineTransfer","IsOnSiteTransfer","integer","Int32","是否為站內或站外轉乘 : [0:'站外',1:'站內']",NA
"Rail","LineTransfer","TransferTime","integer","Int32","轉乘耗時參考時間(分)","int32"
"Rail","LineTransfer","TransferDescription","string","String","轉乘方式文字描述",NA
"Rail","LineTransfer","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","LineTransfer","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","LineTransfer","VersionID","integer","Int32","資料版本編號","int32"
"Rail","StationFacility","StationID","string","String","車站代號",NA
"Rail","StationFacility","StationName",NA,"NameType","車站名稱",NA
"Rail","StationFacility","Elevators","array","Array","無障礙電梯位置資訊",NA
"Rail","StationFacility","InformationSpots","array","Array","詢問處位置資訊",NA
"Rail","StationFacility","DrinkingFountains","array","Array","飲水機位置資訊",NA
"Rail","StationFacility","Toilets","array","Array","廁所位置資訊",NA
"Rail","StationFacility","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationFacility","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationFacility","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Elevator","Description","string","String","位置描述",NA
"Rail","Elevator","FloorLevel","string","String","樓層",NA
"Rail","InformationSpot","Description","string","String","位置描述",NA
"Rail","InformationSpot","FloorLevel","string","String","樓層",NA
"Rail","DrinkingFountain","Description","string","String","位置描述",NA
"Rail","DrinkingFountain","FloorLevel","string","String","樓層",NA
"Rail","Toilet","Description","string","String","位置描述",NA
"Rail","Toilet","FloorLevel","string","String","樓層",NA
"Rail","StationExit","StationID","string","String","車站代碼",NA
"Rail","StationExit","StationName",NA,"NameType","車站名稱",NA
"Rail","StationExit","ExitID","string","String","出入口代碼",NA
"Rail","StationExit","ExitName",NA,"NameType","出入口名稱",NA
"Rail","StationExit","ExitPosition",NA,"PointType","出入口座標",NA
"Rail","StationExit","LocationDescription","string","String","地址描述",NA
"Rail","StationExit","Stair","boolean",NA,"是否有樓梯",NA
"Rail","StationExit","Escalator","integer",NA,"是否有電扶梯(0:沒有,1:雙向,2:出站,3:入站)","int32"
"Rail","StationExit","Elevator","boolean",NA,"是否有電梯",NA
"Rail","StationExit","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationExit","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationExit","VersionID","integer","Int32","資料版本編號","int32"
"Rail","PointType","PositionLon","number",NA,"位置經度(WGS84)","double"
"Rail","PointType","PositionLat","number",NA,"位置緯度(WGS84)","double"
"Rail","PointType","GeoHash","string","String","地理空間編碼",NA
"Rail","Route","RouteID","string","String","營運路線代碼",NA
"Rail","Route","OperatorCode","string","String","營運業者代碼",NA
"Rail","Route","RouteName",NA,"NameType","營運路線名稱",NA
"Rail","Route","RailRouteType","integer","Int32","軌道路線類別(33:都市捷運;34:機場捷運)","int32"
"Rail","Route","LineNo","string","String","營運路線所屬之路線編號",NA
"Rail","Route","LineID","string","String","營運路線所屬之路線代碼",NA
"Rail","Route","StartStationID","string","String","營運路線起站代號",NA
"Rail","Route","StartStationName",NA,"NameType","營運路線起站名稱",NA
"Rail","Route","EndStationID","string","String","營運路線迄站代號",NA
"Rail","Route","EndStationName",NA,"NameType","營運路線迄站名稱",NA
"Rail","Route","TravelTime","number","Single","營運路線運行時間","float"
"Rail","Route","RouteLength","number","Single","營運路線長度距離","float"
"Rail","Route","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Route","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Route","VersionID","integer","Int32","資料版本編號","int32"
"Rail","StationOfRoute","LineNo","string","String","營運路線所屬之路線編號",NA
"Rail","StationOfRoute","LineID","string","String","營運路線所屬之路線代碼",NA
"Rail","StationOfRoute","RouteID","string","String","營運路線代碼",NA
"Rail","StationOfRoute","RouteName",NA,"NameType","營運路線名稱",NA
"Rail","StationOfRoute","Direction","integer","Int32","營運路線方向描述(0:去程,1:返程)","int32"
"Rail","StationOfRoute","Stations","array","Array","營運路線車站資訊",NA
"Rail","StationOfRoute","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationOfRoute","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationOfRoute","VersionID","integer","Int32","資料版本編號","int32"
"Rail","FirstLastTimetable","LineNo","string","String","首末班車次之路線代號",NA
"Rail","FirstLastTimetable","LineID","string","String","首末班車次之路線代碼",NA
"Rail","FirstLastTimetable","StationID","string","String","車站代號",NA
"Rail","FirstLastTimetable","StationName",NA,"NameType","車站名稱",NA
"Rail","FirstLastTimetable","TripHeadSign","string","String","首末班車次之目的地方向描述",NA
"Rail","FirstLastTimetable","DestinationStaionID","string","String","目的站車站代號",NA
"Rail","FirstLastTimetable","DestinationStationName",NA,"NameType","目的站車站名稱",NA
"Rail","FirstLastTimetable","TrainType","integer",NA,"車種(0:不分車種, 1:普通車, 2:直達車)","int32"
"Rail","FirstLastTimetable","FirstTrainTime","string","String","首班車時刻",NA
"Rail","FirstLastTimetable","LastTrainTime","string","String","末班車時刻",NA
"Rail","FirstLastTimetable","ServiceDay",NA,"ServiceDay","服務日型態",NA
"Rail","FirstLastTimetable","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","FirstLastTimetable","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","FirstLastTimetable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","ServiceDay","ServiceTag","string","String","營運日標籤",NA
"Rail","ServiceDay","Monday","boolean","Boolean","星期一營運與否",NA
"Rail","ServiceDay","Tuesday","boolean","Boolean","星期二營運與否",NA
"Rail","ServiceDay","Wednesday","boolean","Boolean","星期三營運與否",NA
"Rail","ServiceDay","Thursday","boolean","Boolean","星期四營運與否",NA
"Rail","ServiceDay","Friday","boolean","Boolean","星期五營運與否",NA
"Rail","ServiceDay","Saturday","boolean","Boolean","星期六營運與否",NA
"Rail","ServiceDay","Sunday","boolean","Boolean","星期日營運與否",NA
"Rail","ServiceDay","NationalHolidays","boolean","Boolean","國定假日營運與否",NA
"Rail","Frequency","LineNo","string","String","營運路線所屬之路線編號",NA
"Rail","Frequency","LineID","string","String","營運路線所屬之路線代碼",NA
"Rail","Frequency","RouteID","string","String","營運路線代碼",NA
"Rail","Frequency","TrainType","integer",NA,"車種(0:不分車種, 1:普通車, 2:直達車)","int32"
"Rail","Frequency","ServiceDay",NA,"ServiceDay","服務日型態",NA
"Rail","Frequency","OperationTime",NA,"OperationTime","營運時間資訊",NA
"Rail","Frequency","Headways","array","Array","班距頻率資訊",NA
"Rail","Frequency","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Frequency","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","Frequency","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Headway","PeakFlag","string","String","尖峰/離峰狀態(0:離峰, 1:尖峰)",NA
"Rail","Headway","StartTime","string","String","開始時間",NA
"Rail","Headway","EndTime","string","String","結束時間",NA
"Rail","Headway","MinHeadwayMins","integer","Int32","最小班距時間(分)","int32"
"Rail","Headway","MaxHeadwayMins","integer","Int32","最大班距時間(分)","int32"
"Rail","OperationTime","StartTime","string","String","營運開始時間",NA
"Rail","OperationTime","EndTime","string","String","營運結束時間",NA
"Rail","S2STravelTime","LineNo","string","String","營運路線所屬之路線編號",NA
"Rail","S2STravelTime","LineID","string","String","營運路線所屬之路線代碼",NA
"Rail","S2STravelTime","RouteID","string","String","營運路線代碼",NA
"Rail","S2STravelTime","TrainType","integer",NA,"車種(0:不分車種, 1:普通車, 2:直達車)","int32"
"Rail","S2STravelTime","TravelTimes","array","Array","站間運行時間資訊",NA
"Rail","S2STravelTime","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","S2STravelTime","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","S2STravelTime","VersionID","integer","Int32","資料版本編號","int32"
"Rail","TravelTime","Sequence","integer","Int32","站間序號","int32"
"Rail","TravelTime","FromStationID","string","String","起站車站代號",NA
"Rail","TravelTime","FromStationName",NA,"NameType","起站車站名稱",NA
"Rail","TravelTime","ToStationID","string","String","迄站車站代號",NA
"Rail","TravelTime","ToStationName",NA,"NameType","迄站車站名稱",NA
"Rail","TravelTime","RunTime","integer","Int32","站間行駛時間(秒)","int32"
"Rail","TravelTime","StopTime","integer",NA,"起站停靠時間(秒)","int32"
"Rail","ODFare","OriginStationID","string","String","起站車站代碼",NA
"Rail","ODFare","OriginStationName",NA,"NameType","起站車站名稱",NA
"Rail","ODFare","DestinationStationID","string","String","迄站車站代碼",NA
"Rail","ODFare","DestinationStationName",NA,"NameType","迄站車站名稱",NA
"Rail","ODFare","TrainType","integer",NA,"車種(0:不分車種, 1:普通車, 2:直達車)","int32"
"Rail","ODFare","Fares","array","Array","票價資訊",NA
"Rail","ODFare","TravelTime","integer",NA,"起迄站間乘車時間(分)","int32"
"Rail","ODFare","TravelDistance","number",NA,"起迄站間乘車距離(公里)","float"
"Rail","ODFare","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","ODFare","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","ODFare","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Fare","TicketType","integer","Int32","票種類型 : [1:'一般票(單程票)',2:'來回票(悠遊卡/一卡通)',3:'電子票證',4:'回數票',5:'定期票30天期',6:'定期票60天期']","int32"
"Rail","Fare","FareClass","integer","Int32","費率等級 : [1:'成人(Adult)',2:'學生(Student)',3:'孩童(Child)',4:'敬老(Senior)',5:'愛心(Disabled)',6:'愛心孩童(Disabled Child)',7:'愛心優待/愛心陪伴',8:'團體(Group)']","int32"
"Rail","Fare","SaleType","string","String","販售方式 : [1:'現場櫃台販售',2:'現場機器販售',3:'線上販售',99:'其他']",NA
"Rail","Fare","CitizenCode","string","String","市民所屬縣市代碼 : ['TPE':'臺北市','NWT':'新北市','OTHERS':'其他')",NA
"Rail","Fare","Price","integer","Int32","收費價格(新台幣)","int32"
"Rail","LiveBoard","LineNO","string","String","路線編號",NA
"Rail","LiveBoard","LineID","string","String","路線代碼",NA
"Rail","LiveBoard","LineName",NA,"NameType","路線名稱",NA
"Rail","LiveBoard","StationID","string","String","所在車站代號",NA
"Rail","LiveBoard","StationName",NA,"NameType","所在車站名稱",NA
"Rail","LiveBoard","TripHeadSign","string","String","下班車次方向描述",NA
"Rail","LiveBoard","DestinationStaionID","string","String","目的地車站代號",NA
"Rail","LiveBoard","DestinationStationID","string","String","目的地車站代號",NA
"Rail","LiveBoard","DestinationStationName",NA,"NameType","目的地車站名稱",NA
"Rail","LiveBoard","ServiceStatus","integer","Int32","車次營運服務狀態(0: 正常, 1: 尚未發車, 2: 交管不停靠, 3: 末班車已過, 4: 今日未營運)","int32"
"Rail","LiveBoard","EstimateTime","integer",NA,"下班車次抵達時間預估(分)","int32"
"Rail","LiveBoard","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","LiveBoard","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationTimeTable","RouteID","string","String","營運路線代碼",NA
"Rail","StationTimeTable","LineID","string","String","路線代碼",NA
"Rail","StationTimeTable","StationID","string","String","車站代碼",NA
"Rail","StationTimeTable","StationName",NA,"NameType","車站名稱",NA
"Rail","StationTimeTable","Direction","integer","Int32","營運路線方向描述 : [0:'去程',1:'返程']",NA
"Rail","StationTimeTable","DestinationStaionID","string","String","目的站車站代號",NA
"Rail","StationTimeTable","DestinationStationName",NA,"NameType","目的站車站名稱",NA
"Rail","StationTimeTable","Timetables","array","Array","車站發車時刻資訊",NA
"Rail","StationTimeTable","ServiceDay",NA,"ServiceDay","服務日型態",NA
"Rail","StationTimeTable","SpecialDays","array","Array","特定日期",NA
"Rail","StationTimeTable","SrcUpdateTime","string","DateTime","來源端平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationTimeTable","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","StationTimeTable","VersionID","integer","Int32","資料版本編號","int32"
"Rail","Timetable","Sequence","integer","Int32","發車順序","int32"
"Rail","Timetable","TrainNo","string","String","車次號碼(捷運通常沒有TrainNo車次資訊)",NA
"Rail","Timetable","ArrivalTime","string","String","到站時刻(hh:mm)",NA
"Rail","Timetable","DepartureTime","string","String","發車時刻(hh:mm)",NA
"Rail","Timetable","TrainType","integer",NA,"車種(0:不分車種, 1:普通車, 2:直達車)","int32"
"Rail","SpecialDay","SaterDate","string","DateTime","開始時間","date-time"
"Rail","SpecialDay","EndDate","string","DateTime","結束時間","date-time"
"Rail","SpecialDay","Description","string","String","描述",NA
"Rail","MetroShape","LineNo","string","String","路線編號",NA
"Rail","MetroShape","LineID","string","String","路線代碼",NA
"Rail","MetroShape","LineName",NA,"NameType","路線名稱",NA
"Rail","MetroShape","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","MetroShape","Geometry","string","String","well-known text，為路線軌跡資料",NA
"Rail","MetroShape","EncodedPolyline","string","String","路線軌跡編碼(encoded polyline)",NA
"Rail","MRTNewsList","UpdateTime","string",NA,"本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Rail","MRTNewsList","UpdateInterval","integer","Int32","本平台資料更新週期(秒)","int32"
